batch_id,event_id,event_class,station,channel,reference_time,nearest_att_minus_reference_seconds,nominal_minus_reference_seconds,att_minus_nominal_seconds,sample_rate_hz,sample_count,gap_sample_count,gap_fraction,gap_run_count,longest_gap_samples,longest_gap_seconds,raw_min,raw_max,edge_value_fraction_descriptive,pre_reference_rms,post_reference_rms,post_to_pre_rms_ratio,integrity_status
2,levent-01616,artificial_impact_lm,S15,SHZ,1971-08-03T03:07:00,-0.157,0.460528,-0.617528,53.0,31800,3975,0.125,3975,1,0.018867924528301886,432.0,622.0,0.00010781671159029649,25.024633108969176,19.130430217000118,0.7644639637151566,usable_integrity
2,levent-01632,deep_moonquake_assigned,S15,SHZ,1971-08-06T07:20:00,0.011,1.439547,-1.428547,53.0,31800,3975,0.125,3975,1,0.018867924528301886,507.0,551.0,7.187780772686433e-05,4.410199521922055,3.769516450122593,0.8547269644797749,usable_integrity
2,levent-01754,deep_moonquake_assigned,S15,MH2,1971-09-02T23:12:00,0.297,4.886189,-4.589189,6.625,3975,0,0.0,0,0,0.0,509.0,517.0,0.011069182389937107,0.99924442754607,0.5811504530296813,0.5815898863272744,usable_integrity
2,levent-01754,deep_moonquake_assigned,S15,MHZ,1971-09-02T23:12:00,0.297,4.886189,-4.589189,6.625,3975,0,0.0,0,0,0.0,455.0,460.0,0.013081761006289308,0.6291028475132223,0.7672543550107871,1.219600830044981,usable_integrity
2,levent-01754,deep_moonquake_assigned,S15,SHZ,1971-09-02T23:12:00,0.297,4.886189,-4.589189,53.0,31800,3975,0.125,3975,1,0.018867924528301886,523.0,541.0,7.187780772686433e-05,1.174177635859277,1.1617016672544234,0.9893747179099323,usable_integrity
2,levent-01756,deep_moonquake_assigned,S15,MH2,1971-09-03T09:20:00,0.099,1.950321,-1.851321,6.625,3975,0,0.0,0,0,0.0,514.0,518.0,0.018113207547169812,0.6618658967319571,0.8592815486638904,1.298271376281354,usable_integrity
2,levent-01756,deep_moonquake_assigned,S15,MHZ,1971-09-03T09:20:00,0.099,1.950321,-1.851321,6.625,3975,0,0.0,0,0,0.0,452.0,456.0,0.02490566037735849,0.8003020577793116,0.7762188629957663,0.9699073686623126,usable_integrity
2,levent-01767,natural_impact,S15,MH1,1971-09-09T06:12:00,0.019,1.23366,-1.21466,6.625,3975,0,0.0,0,0,0.0,501.0,518.0,0.0015094339622641509,0.3249318294904147,1.365799694329826,4.2033422717367745,usable_integrity
2,levent-01767,natural_impact,S15,MH2,1971-09-09T06:12:00,0.019,1.23366,-1.21466,6.625,3975,0,0.0,0,0,0.0,511.0,528.0,0.002012578616352201,0.9770786966545701,1.603357326668367,1.640970509497463,usable_integrity
2,levent-01767,natural_impact,S15,MHZ,1971-09-09T06:12:00,0.019,1.23366,-1.21466,6.625,3975,0,0.0,0,0,0.0,450.0,454.0,0.025660377358490565,0.6008553822113324,0.7699138234877227,1.2813629473604835,usable_integrity
2,levent-01767,natural_impact,S15,SHZ,1971-09-09T06:12:00,0.019,1.23366,-1.21466,53.0,31800,3975,0.125,3975,1,0.018867924528301886,514.0,541.0,0.00014375561545372867,0.9234210801502772,2.327942688475512,2.520997991616851,usable_integrity
2,levent-01780,deep_moonquake_assigned,S15,SHZ,1971-09-15T08:52:00,-0.219,-0.038887,-0.180113,53.0,31800,3975,0.125,3975,1,0.018867924528301886,432.0,604.0,7.187780772686433e-05,1.5603038804241844,5.181910965836989,3.321090866240898,usable_integrity
2,levent-01787,deep_moonquake_assigned,S15,MH2,1971-09-15T18:18:00,-0.033,0.413943,-0.446943,6.625,3975,0,0.0,0,0,0.0,497.0,504.0,0.0012578616352201257,0.5185384992713522,0.9440312328273144,1.8205615092300043,usable_integrity
2,levent-01787,deep_moonquake_assigned,S15,MHZ,1971-09-15T18:18:00,-0.033,0.413943,-0.446943,6.625,3975,0,0.0,0,0,0.0,491.0,496.0,0.01459119496855346,0.9384373461068011,0.9738725137080186,1.0377597585477856,usable_integrity
2,levent-01787,deep_moonquake_assigned,S15,SHZ,1971-09-15T18:18:00,-0.033,0.413943,-0.446943,53.0,31800,3975,0.125,3975,1,0.018867924528301886,507.0,516.0,0.0006469002695417789,0.7797026135805407,0.9922883243283591,1.2726497347130656,usable_integrity
